142	675
142	367
142	2113
142	4609
142	1874
142	50943
675	2113
675	4609
675	4790
675	4904
675	1874
675	5970
675	63978
196	1543
196	1544
196	1545
196	2353
196	6654
196	54578
196	367
196	8626
196	2624
196	50943
1543	2099
1543	4904
1543	5465
1543	672
1543	1874
1543	2625
1543	6256
1543	2623
1543	2624
1543	50943
1544	4904
1544	7392
1544	7391
1545	405
1545	2099
1545	672
1545	6667
1545	63978
2353	768
2353	2004
2353	2099
2353	2113
2353	3576
2353	4513
2353	6667
2353	6772
2353	1191
2353	1475
2353	2625
2353	3169
2353	5241
2353	9
2353	959
2353	1728
2353	4094
2353	6722
2353	1114
2353	3552
2353	4312
2353	84171
2353	2623
2353	2624
2353	63978
6654	367
6654	2099
6654	2113
6654	3091
6654	4904
6654	1874
6654	2624
6654	50943
54578	405
54578	4904
367	13
367	19
367	20
367	23
367	24
367	25
367	27
367	29
367	32
367	34
367	39
367	40
367	48
367	52
367	55
367	58
367	70
367	81
367	87
367	90
367	93
367	94
367	97
367	98
367	102
367	103
367	104
367	105
367	114
367	115
367	117
367	118
367	120
367	123
367	128
367	131
367	132
367	133
367	134
367	136
367	140
367	141
367	143
367	146
367	147
367	150
367	154
367	157
367	159
367	162
367	167
367	174
367	175
367	176
367	178
367	182
367	187
367	191
367	202
367	204
367	205
367	208
367	214
367	216
367	219
367	220
367	223
367	224
367	225
367	231
367	238
367	241
367	244
367	247
367	249
367	268
367	272
367	273
367	274
367	275
367	280
367	284
367	286
367	287
367	288
367	290
367	301
367	302
367	306
367	307
367	308
367	309
367	310
367	311
367	312
367	313
367	316
367	317
367	319
367	320
367	323
367	325
367	329
367	330
367	334
367	338
367	351
367	354
367	357
367	360
367	372
367	374
367	375
367	377
367	378
367	387
367	388
367	390
367	394
367	395
367	399
367	403
367	405
367	408
367	411
367	412
367	415
367	419
367	434
367	439
367	444
367	445
367	460
367	463
367	467
367	468
367	473
367	475
367	476
367	477
367	480
367	481
367	483
367	488
367	491
367	493
367	513
367	514
367	515
367	523
367	526
367	533
367	535
367	539
367	545
367	549
367	558
367	567
367	571
367	576
367	586
367	594
367	596
367	598
367	602
367	604
367	607
367	610
367	613
367	622
367	623
367	624
367	627
367	631
367	636
367	637
367	639
367	640
367	641
367	646
367	649
367	654
367	655
367	656
367	657
367	658
367	659
367	665
367	667
367	669
367	670
367	677
367	678
367	685
367	686
367	687
367	688
367	694
367	705
367	711
367	715
367	716
367	722
367	747
367	750
367	754
367	757
367	763
367	768
367	771
367	773
367	775
367	776
367	788
367	790
367	795
367	800
367	801
367	805
367	811
367	813
367	816
367	817
367	819
367	822
367	824
367	825
367	829
367	831
367	832
367	835
367	836
367	844
367	857
367	858
367	859
367	860
367	861
367	862
367	865
367	868
367	881
367	883
367	885
367	890
367	901
367	902
367	926
367	940
367	943
367	944
367	947
367	950
367	960
367	965
367	966
367	967
367	976
367	978
367	987
367	988
367	990
367	991
367	994
367	996
367	998
367	999
367	1000
367	1001
367	1002
367	1006
367	1009
367	1012
367	1014
367	1020
367	1021
367	1026
367	1027
367	1030
367	1031
367	1050
367	1052
367	1054
367	1056
367	1060
367	1062
367	1063
367	1072
367	1073
367	1075
367	1082
367	1104
367	1106
367	1107
367	1112
367	1116
367	1117
367	1118
367	1122
367	1123
367	1124
367	1130
367	1133
367	1134
367	1140
367	1142
367	1144
367	1146
367	1163
367	1164
367	1182
367	1183
367	1192
367	1195
367	1211
367	1213
367	1236
367	1240
367	1244
367	1258
367	1259
367	1261
367	1265
367	1266
367	1269
367	1270
367	1278
367	1281
367	1282
367	1284
367	1285
367	1286
367	1288
367	1289
367	1290
367	1293
367	1295
367	1296
367	1297
367	1300
367	1301
367	1303
367	1305
367	1306
367	1307
367	1310
367	1314
367	1316
367	1317
367	1318
367	1326
367	1329
367	1352
367	1353
367	1356
367	1357
367	1358
367	1359
367	1368
367	1373
367	1385
367	1386
367	1387
367	1388
367	1398
367	1411
367	1414
367	1429
367	1431
367	1432
367	1435
367	1440
367	1445
367	1453
367	1460
367	1462
367	1465
367	1466
367	1468
367	1471
367	1487
367	1488
367	1490
367	1495
367	1496
367	1499
367	1500
367	1508
367	1513
367	1519
367	1520
367	1521
367	1523
367	1524
367	1528
367	1577
367	1588
367	1593
367	1600
367	1601
367	1605
367	1607
367	1608
367	1611
367	1612
367	1615
367	1618
367	1622
367	1629
367	1634
367	1636
367	1642
367	1644
367	1647
367	1654
367	1662
367	1665
367	1666
367	1672
367	1674
367	1687
367	1716
367	1727
367	1729
367	1730
367	1733
367	1734
367	1739
367	1741
367	1745
367	1756
367	1767
367	1774
367	1778
367	1780
367	1783
367	1786
367	1787
367	1788
367	1793
367	1794
367	1795
367	1796
367	1802
367	1803
367	1805
367	1806
367	1808
367	1809
367	1810
367	1815
367	1821
367	1827
367	1831
367	1832
367	1837
367	1838
367	1839
367	1841
367	1842
367	1843
367	1845
367	1847
367	1859
367	1870
367	1871
367	1875
367	1879
367	1880
367	1894
367	1901
367	1902
367	1906
367	1909
367	1912
367	1915
367	1937
367	1939
367	1946
367	1948
367	1950
367	1955
367	1956
367	1969
367	1974
367	1975
367	1977
367	1979
367	1981
367	1982
367	1992
367	1993
367	1998
367	2004
367	2006
367	2010
367	2012
367	2013
367	2022
367	2023
367	2028
367	2029
367	2034
367	2037
367	2040
367	2043
367	2044
367	2046
367	2048
367	2057
367	2059
367	2060
367	2066
367	2067
367	2068
367	2069
367	2070
367	2072
367	2078
367	2099
367	2100
